batting_team,bowling_team,current_score,balls_left,wickets_left,current_run_rate,last_five_overs,runs_x
South Africa,Bangladesh,42,81,8,6.461538461538462,35.0,148
England,New Zealand,76,71,7,9.306122448979592,45.0,184
Pakistan,Sri Lanka,118,39,7,8.74074074074074,63.0,189
West Indies,England,26,83,8,4.216216216216216,19.0,113
Oman,United Arab Emirates,94,39,8,6.962962962962963,44.0,133
West Indies,India,105,71,10,12.857142857142858,72.0,245
New Zealand,Pakistan,80,46,8,6.486486486486487,33.0,143
Afghanistan,West Indies,92,19,4,5.465346534653466,36.0,123
Pakistan,Zimbabwe,57,69,9,6.705882352941177,37.0,179
Sri Lanka,England,137,27,9,8.838709677419354,56.0,189
South Africa,Australia,191,4,7,9.879310344827584,62.0,201
South Africa,New Zealand,61,67,8,6.90566037735849,32.0,170
Pakistan,India,67,53,5,6.0,25.0,128
Bangladesh,Zimbabwe,80,70,10,9.6,52.0,200
Zimbabwe,India,109,14,6,6.169811320754717,45.0,140
South Africa,Netherlands,93,56,6,8.71875,40.0,145
Papua New Guinea,Namibia,58,80,10,8.7,38.0,197
Afghanistan,Ireland,102,36,6,7.285714285714286,32.0,152
Sri Lanka,Pakistan,152,15,7,8.685714285714285,46.0,165
New Zealand,Pakistan,111,28,6,7.239130434782608,42.0,135
England,West Indies,152,12,6,8.444444444444445,49.0,182
Ireland,Netherlands,116,25,5,7.326315789473684,41.0,151
West Indies,New Zealand,35,86,9,6.176470588235294,23.0,209
New Zealand,India,42,86,8,7.411764705882353,40.0,158
West Indies,New Zealand,171,26,3,10.914893617021276,63.0,180
England,India,107,40,7,8.025,40.0,159
Pakistan,South Africa,109,39,5,8.074074074074074,31.0,168
South Africa,Sri Lanka,46,75,8,6.133333333333334,35.0,163
Pakistan,India,43,81,8,6.615384615384615,22.0,128
Australia,Sri Lanka,63,82,10,9.947368421052632,50.0,187
Sri Lanka,Australia,56,62,7,5.793103448275862,27.0,161
Bangladesh,West Indies,105,50,5,9.0,43.0,143
England,Australia,52,83,7,8.432432432432432,42.0,130
Australia,India,72,72,8,9.0,40.0,160
South Africa,West Indies,127,21,6,7.696969696969697,37.0,165
Australia,Pakistan,59,79,9,8.634146341463415,45.0,108
Netherlands,United Arab Emirates,98,34,8,6.837209302325581,35.0,157
India,England,128,37,10,9.25301204819277,50.0,218
England,Australia,127,16,4,7.326923076923077,36.0,135
South Africa,England,92,32,5,6.2727272727272725,31.0,154
India,New Zealand,101,46,7,8.18918918918919,23.0,179
New Zealand,England,31,85,6,5.314285714285714,24.0,164
England,South Africa,160,14,4,9.056603773584904,54.0,171
Pakistan,South Africa,42,78,9,6.0,38.0,176
England,Afghanistan,62,70,9,7.44,51.0,196
Sri Lanka,Pakistan,91,19,1,5.405940594059406,25.0,102
Australia,South Africa,97,52,6,8.558823529411764,28.0,157
England,South Africa,139,18,5,8.176470588235293,39.0,168
Oman,Scotland,107,6,2,5.631578947368421,45.0,111
Afghanistan,Zimbabwe,93,51,8,8.08695652173913,30.0,187
Australia,Zimbabwe,94,70,10,11.28,57.0,229
India,New Zealand,74,70,7,8.88,38.0,165
Australia,South Africa,182,0,1,9.1,37.0,182
New Zealand,Zimbabwe,176,19,8,10.455445544554456,51.0,187
West Indies,India,244,1,5,12.302521008403362,44.0,245
Afghanistan,Netherlands,87,37,7,6.289156626506024,37.0,162
Pakistan,Australia,46,61,4,4.677966101694915,16.0,96
Bangladesh,Sri Lanka,135,13,5,7.570093457943925,41.0,155
Zimbabwe,New Zealand,56,81,9,8.615384615384615,46.0,84
Oman,Netherlands,108,18,4,6.352941176470588,38.0,146
West Indies,New Zealand,66,63,8,6.947368421052632,39.0,159
West Indies,England,65,48,7,5.416666666666667,32.0,172
India,England,122,38,7,8.926829268292684,53.0,202
Zimbabwe,India,135,11,3,7.431192660550459,37.0,170
India,New Zealand,140,16,7,8.076923076923077,39.0,163
Oman,Scotland,34,79,8,4.975609756097561,23.0,133
Pakistan,South Africa,46,90,9,9.2,46.0,168
South Africa,India,146,12,6,8.11111111111111,39.0,172
New Zealand,India,207,2,6,10.52542372881356,56.0,212
Bangladesh,West Indies,161,7,6,8.548672566371682,56.0,171
Sri Lanka,New Zealand,35,88,8,6.5625,29.0,119
West Indies,New Zealand,25,81,9,3.8461538461538463,17.0,126
United Arab Emirates,Netherlands,62,63,8,6.526315789473684,27.0,119
West Indies,England,109,42,8,8.384615384615385,44.0,170
Pakistan,New Zealand,121,26,7,7.723404255319149,54.0,168
South Africa,Afghanistan,58,73,8,7.404255319148936,33.0,139
South Africa,New Zealand,112,25,6,7.073684210526316,45.0,170
South Africa,Australia,75,69,10,8.823529411764707,53.0,145
New Zealand,Pakistan,74,66,8,8.222222222222221,28.0,196
England,South Africa,101,11,2,5.559633027522936,20.0,111
South Africa,Pakistan,117,18,5,6.882352941176471,24.0,153
Australia,West Indies,106,44,5,8.368421052631579,49.0,178
Australia,India,60,77,9,8.372093023255815,45.0,186
Australia,England,88,41,5,6.6835443037974684,18.0,147
Pakistan,England,133,29,8,8.76923076923077,37.0,195
Ireland,Afghanistan,90,49,6,7.605633802816901,32.0,142
Zimbabwe,New Zealand,28,89,8,5.419354838709677,28.0,123
Bangladesh,Australia,62,62,9,6.413793103448276,37.0,123
Sri Lanka,South Africa,79,56,6,7.40625,33.0,120
Zimbabwe,India,139,10,3,7.581818181818182,40.0,170
Sri Lanka,Pakistan,154,25,8,9.726315789473684,54.0,211
West Indies,Pakistan,135,10,5,7.363636363636363,54.0,166
South Africa,Bangladesh,99,32,6,6.75,34.0,148
Australia,Zimbabwe,74,86,10,13.058823529411764,68.0,229
West Indies,England,108,25,6,6.821052631578947,45.0,172
England,Ireland,34,81,7,5.230769230769231,27.0,120
Afghanistan,United Arab Emirates,63,63,7,6.631578947368421,36.0,161
Afghanistan,West Indies,53,55,6,4.892307692307693,20.0,123
Pakistan,England,86,35,6,6.070588235294117,43.0,129
South Africa,Sri Lanka,43,79,9,6.2926829268292686,34.0,198
Netherlands,Ireland,72,47,7,5.917808219178082,32.0,114
Ireland,Afghanistan,165,0,5,8.25,47.0,165
South Africa,Australia,90,52,8,7.9411764705882355,35.0,145
United Arab Emirates,Netherlands,98,24,6,6.125,24.0,119
Pakistan,South Africa,93,51,6,8.08695652173913,39.0,168
Pakistan,India,46,65,9,5.0181818181818185,26.0,118
Afghanistan,Netherlands,39,80,8,5.85,34.0,162
Australia,Pakistan,162,5,4,8.452173913043477,26.0,168
Sri Lanka,West Indies,130,30,9,8.666666666666666,42.0,195
Afghanistan,Netherlands,78,40,6,5.85,27.0,128
England,India,111,33,5,7.655172413793103,35.0,159
South Africa,England,55,69,7,6.470588235294118,28.0,154
England,West Indies,102,49,9,8.619718309859154,27.0,165
India,Australia,31,87,9,5.636363636363637,27.0,188
South Africa,Australia,140,4,5,7.241379310344827,49.0,146
India,New Zealand,39,88,10,7.3125,38.0,202
Afghanistan,Zimbabwe,80,55,6,7.384615384615385,26.0,186
England,Afghanistan,63,55,4,5.815384615384615,21.0,142
Zimbabwe,Pakistan,51,83,10,8.27027027027027,41.0,175
Sri Lanka,New Zealand,106,21,2,6.424242424242424,36.0,142
Pakistan,New Zealand,79,46,7,6.405405405405405,39.0,148
England,Australia,76,58,8,7.354838709677419,51.0,145
Afghanistan,India,97,16,4,5.596153846153846,36.0,115
Sri Lanka,Ireland,74,55,8,6.830769230769231,46.0,144
India,South Africa,171,5,6,8.921739130434782,66.0,186
South Africa,Sri Lanka,115,38,9,8.414634146341463,57.0,198
Zimbabwe,Afghanistan,65,66,8,7.222222222222222,20.0,120
Bangladesh,West Indies,118,46,7,9.567567567567568,48.0,211
Sri Lanka,England,46,90,10,9.2,42.0,163
Netherlands,England,106,31,8,7.146067415730337,31.0,133
Afghanistan,Scotland,60,86,9,10.588235294117649,58.0,210
Afghanistan,Ireland,39,72,8,4.875,26.0,139
Pakistan,India,60,60,5,6.0,24.0,128
New Zealand,South Africa,62,69,7,7.294117647058823,34.0,129
Bangladesh,Zimbabwe,53,74,8,6.913043478260869,31.0,135
Scotland,Netherlands,16,87,7,2.909090909090909,12.0,148
Bangladesh,Sri Lanka,101,59,8,9.934426229508198,44.0,176
Sri Lanka,Zimbabwe,171,1,3,8.621848739495798,47.0,173
New Zealand,South Africa,36,70,5,4.32,17.0,86
Australia,Pakistan,192,0,6,9.6,65.0,193
Afghanistan,United Arab Emirates,167,13,5,9.36448598130841,48.0,189
New Zealand,South Africa,139,15,4,7.942857142857143,37.0,151
India,Afghanistan,101,37,7,7.301204819277109,39.0,159
New Zealand,England,110,49,6,9.295774647887324,51.0,176
Pakistan,Australia,89,54,9,8.090909090909092,48.0,191
Australia,India,109,50,8,9.342857142857143,42.0,194
Ireland,Scotland,106,39,6,7.851851851851852,33.0,159
Bangladesh,West Indies,60,76,6,8.181818181818182,41.0,129
Bangladesh,New Zealand,72,21,1,4.363636363636363,18.0,78
Sri Lanka,Bangladesh,98,29,5,6.461538461538462,35.0,147
Zimbabwe,South Africa,60,39,5,4.444444444444445,19.0,93
Australia,Pakistan,112,53,9,10.029850746268655,65.0,168
Afghanistan,Zimbabwe,91,41,6,6.911392405063292,25.0,186
West Indies,New Zealand,174,2,5,8.847457627118644,58.0,177
Sri Lanka,Australia,41,91,9,8.482758620689655,41.0,198
England,Pakistan,47,81,9,7.230769230769231,38.0,172
Australia,Pakistan,81,72,10,10.125,59.0,183
Sri Lanka,Pakistan,99,44,8,7.815789473684211,20.0,150
Ireland,Scotland,90,70,8,10.8,54.0,211
England,West Indies,112,38,8,8.195121951219512,42.0,182
Pakistan,India,114,7,4,6.053097345132743,25.0,130
South Africa,Afghanistan,79,54,7,7.181818181818182,29.0,139
South Africa,Pakistan,87,28,6,5.673913043478261,39.0,133
Pakistan,New Zealand,114,32,7,7.772727272727272,46.0,181
Australia,India,58,78,10,8.285714285714286,46.0,184
England,New Zealand,123,33,6,8.482758620689655,41.0,193
India,South Africa,61,66,7,6.777777777777778,36.0,152
West Indies,Sri Lanka,12,89,9,2.3225806451612905,12.0,137
South Africa,India,133,5,5,6.939130434782609,28.0,149
Sri Lanka,Australia,129,25,7,8.147368421052631,49.0,198
New Zealand,Australia,114,60,10,11.4,54.0,243
West Indies,England,62,67,9,7.018867924528302,24.0,125
South Africa,Netherlands,110,33,5,7.586206896551724,20.0,145
Pakistan,South Africa,115,6,4,6.052631578947368,41.0,120
England,India,53,87,9,9.636363636363637,51.0,159
Pakistan,New Zealand,86,61,9,8.745762711864407,35.0,183
Australia,England,92,37,5,6.650602409638554,36.0,157
Oman,Scotland,100,42,6,7.6923076923076925,35.0,167
Pakistan,New Zealand,57,74,8,7.434782608695652,50.0,171
Australia,South Africa,141,31,6,9.50561797752809,41.0,196
Oman,United Arab Emirates,54,67,9,6.113207547169812,29.0,133
England,New Zealand,76,71,7,9.306122448979592,51.0,193
Afghanistan,Zimbabwe,121,30,6,8.066666666666666,36.0,187
United Arab Emirates,Oman,101,44,8,7.973684210526316,40.0,172
Pakistan,Australia,122,26,7,7.787234042553192,34.0,191
Sri Lanka,Pakistan,53,83,8,8.594594594594595,42.0,182
England,Pakistan,55,74,7,7.173913043478261,38.0,154
Ireland,United Arab Emirates,109,33,6,7.517241379310345,48.0,160
United Arab Emirates,Pakistan,16,88,7,3.0,15.0,129
West Indies,Sri Lanka,70,44,8,5.526315789473684,32.0,129
Pakistan,Bangladesh,141,29,8,9.296703296703296,50.0,201
England,Australia,92,41,4,6.987341772151899,31.0,130
Pakistan,Australia,105,38,9,7.682926829268292,39.0,155
Pakistan,Bangladesh,57,82,9,9.0,38.0,201
Sri Lanka,Pakistan,155,7,5,8.230088495575222,42.0,165
Netherlands,Afghanistan,97,33,6,6.689655172413793,31.0,149
New Zealand,England,67,55,7,6.184615384615385,28.0,149
India,Australia,139,28,9,9.065217391304348,45.0,184
Australia,South Africa,46,79,8,6.7317073170731705,29.0,144
England,Afghanistan,51,69,5,6.0,30.0,142
United Arab Emirates,Zimbabwe,81,29,3,5.34065934065934,15.0,116
Afghanistan,Zimbabwe,77,59,6,7.573770491803279,28.0,186
Zimbabwe,Ireland,111,35,7,7.835294117647058,30.0,163
United Arab Emirates,Afghanistan,49,95,9,11.76,49.0,146
Ireland,Oman,37,86,9,6.529411764705882,35.0,183
Australia,India,156,21,7,9.454545454545457,47.0,194
Pakistan,Australia,87,50,10,7.457142857142857,26.0,150
India,South Africa,55,70,7,6.6,32.0,152
Sri Lanka,New Zealand,92,46,7,7.45945945945946,31.0,158
West Indies,Pakistan,84,31,5,5.662921348314606,23.0,166
Bangladesh,Sri Lanka,158,20,7,9.48,45.0,193
Afghanistan,United Arab Emirates,41,84,10,6.833333333333333,38.0,161
Netherlands,United Arab Emirates,36,81,9,5.538461538461538,22.0,157
Zimbabwe,India,107,32,7,7.295454545454546,37.0,145
Australia,India,130,3,1,6.666666666666667,31.0,131
England,New Zealand,117,38,5,8.560975609756097,37.0,184
Oman,Scotland,94,46,7,7.621621621621622,32.0,167
Oman,Netherlands,141,9,6,7.621621621621622,53.0,166
Namibia,Scotland,64,55,7,5.907692307692308,25.0,159
Australia,Pakistan,64,73,8,8.170212765957446,44.0,191
South Africa,Sri Lanka,22,91,9,4.551724137931035,22.0,163
England,West Indies,165,14,6,9.339622641509434,61.0,191
Sri Lanka,New Zealand,138,13,6,7.738317757009346,44.0,158
West Indies,Sri Lanka,20,88,8,3.75,20.0,129
England,West Indies,31,83,7,5.027027027027027,23.0,152
Australia,South Africa,177,8,3,9.482142857142858,37.0,182
Bangladesh,Ireland,39,90,9,7.8,39.0,137
England,India,122,16,6,7.038461538461538,37.0,153
Sri Lanka,South Africa,127,25,6,8.021052631578947,42.0,165
India,West Indies,74,40,6,5.55,26.0,153
Pakistan,Zimbabwe,165,7,6,8.761061946902656,49.0,182
New Zealand,West Indies,116,57,10,11.047619047619047,61.0,191
Sri Lanka,Bangladesh,152,28,6,9.91304347826087,42.0,214
India,West Indies,73,42,6,5.615384615384615,26.0,153
England,South Africa,171,2,1,8.694915254237289,38.0,171
India,West Indies,115,60,10,11.5,53.0,240
United Arab Emirates,Ireland,34,92,10,7.285714285714286,34.0,123
United Arab Emirates,Zimbabwe,70,48,5,5.833333333333333,31.0,116
Oman,Scotland,31,69,6,3.647058823529412,23.0,111
Sri Lanka,Bangladesh,53,60,5,5.3,22.0,159
Sri Lanka,Pakistan,64,86,10,11.294117647058824,45.0,150
West Indies,England,93,36,7,6.642857142857143,44.0,172
New Zealand,Australia,166,36,8,11.857142857142858,71.0,243
Bangladesh,West Indies,55,83,6,8.91891891891892,45.0,129
Bangladesh,West Indies,140,21,6,8.484848484848484,63.0,171
South Africa,England,196,0,5,9.8,73.0,196
West Indies,Sri Lanka,162,0,4,8.1,34.0,162
Ireland,Scotland,98,62,8,10.137931034482758,46.0,211
Scotland,Papua New Guinea,69,63,8,7.263157894736842,37.0,146
West Indies,Sri Lanka,81,58,7,7.838709677419355,27.0,162
Ireland,United Arab Emirates,30,77,6,4.186046511627907,17.0,134
Afghanistan,West Indies,83,39,7,6.148148148148148,26.0,146
Sri Lanka,West Indies,135,27,9,8.709677419354838,40.0,195
England,Pakistan,87,28,6,5.673913043478261,24.0,129
West Indies,England,90,49,8,7.605633802816901,27.0,170
Sri Lanka,West Indies,131,15,6,7.485714285714286,51.0,158
Pakistan,New Zealand,52,39,4,3.851851851851852,15.0,105
Sri Lanka,West Indies,105,48,8,8.75,37.0,215
Bangladesh,United Arab Emirates,120,5,3,6.260869565217392,29.0,133
West Indies,South Africa,108,11,3,5.944954128440367,39.0,131
West Indies,England,43,65,7,4.6909090909090905,23.0,113
India,New Zealand,132,23,8,8.164948453608247,37.0,163
New Zealand,Sri Lanka,123,41,7,9.341772151898734,39.0,162
West Indies,India,115,29,9,7.582417582417582,46.0,169
Sri Lanka,England,154,9,3,8.324324324324325,37.0,163
England,New Zealand,56,85,9,9.6,50.0,214
Scotland,Ireland,140,32,6,9.545454545454543,51.0,193
South Africa,England,113,28,7,7.369565217391305,47.0,191
New Zealand,West Indies,98,65,10,10.690909090909091,52.0,243
Australia,India,125,6,2,6.578947368421052,29.0,131
India,West Indies,114,61,10,11.59322033898305,56.0,240
Australia,Sri Lanka,70,48,7,5.833333333333333,35.0,137
Sri Lanka,New Zealand,150,5,5,7.826086956521739,44.0,158
Oman,United Arab Emirates,35,89,9,6.774193548387097,34.0,133
Oman,United Arab Emirates,97,35,8,6.847058823529411,42.0,133
Australia,England,90,34,6,6.27906976744186,45.0,147
Bangladesh,West Indies,44,83,6,7.135135135135135,32.0,118
New Zealand,Bangladesh,38,83,9,6.162162162162162,30.0,191
Sri Lanka,Pakistan,39,77,7,5.441860465116279,28.0,132
Australia,India,100,30,5,6.666666666666667,29.0,131
Sri Lanka,Zimbabwe,96,53,8,8.597014925373134,36.0,173
Pakistan,New Zealand,121,28,5,7.891304347826087,35.0,161
Netherlands,Oman,89,39,2,6.592592592592593,23.0,94
Pakistan,New Zealand,114,31,6,7.685393258426966,40.0,153
Sri Lanka,Pakistan,60,77,8,8.372093023255815,44.0,182
Pakistan,Sri Lanka,35,90,9,7.0,33.0,175
Australia,India,149,25,7,9.410526315789474,57.0,197
England,Pakistan,82,47,5,6.739726027397261,29.0,154
Papua New Guinea,United Arab Emirates,48,56,6,4.5,35.0,102
Australia,Pakistan,97,25,2,6.126315789473685,20.0,108
Zimbabwe,Bangladesh,69,53,8,6.17910447761194,34.0,119
Oman,Afghanistan,94,32,6,6.409090909090909,30.0,149
Pakistan,Zimbabwe,26,90,8,5.2,22.0,161
Bangladesh,India,66,68,8,7.615384615384615,44.0,139
South Africa,Australia,191,3,6,9.794871794871796,61.0,201
New Zealand,South Africa,150,17,5,8.737864077669903,41.0,177
United Arab Emirates,India,52,42,6,4.0,27.0,81
India,West Indies,75,43,6,5.8441558441558445,21.0,159
Sri Lanka,West Indies,108,47,9,8.876712328767123,52.0,195
Pakistan,Bangladesh,42,53,6,3.7611940298507465,22.0,129
Scotland,Ireland,147,30,6,9.8,56.0,193
Pakistan,England,117,38,8,8.560975609756097,44.0,195
India,South Africa,105,34,6,7.325581395348837,39.0,152
United Arab Emirates,Netherlands,62,64,8,6.642857142857143,27.0,119
Australia,Pakistan,74,56,5,6.9375,25.0,108
Papua New Guinea,United Arab Emirates,85,26,3,5.425531914893617,36.0,102
Sri Lanka,Zimbabwe,34,93,10,7.555555555555555,30.0,182
Ireland,Oman,122,37,9,8.819277108433734,56.0,159
Sri Lanka,Pakistan,153,10,5,8.345454545454546,44.0,165
India,South Africa,99,71,8,12.122448979591836,54.0,203
Pakistan,Australia,88,43,8,6.857142857142857,48.0,149
England,West Indies,113,33,3,7.793103448275862,52.0,155
Afghanistan,Zimbabwe,106,36,6,7.571428571428571,28.0,187
Pakistan,Australia,73,61,10,7.423728813559322,28.0,150
Pakistan,Bangladesh,45,88,9,8.4375,44.0,201
Sri Lanka,England,153,11,3,8.422018348623853,39.0,163
New Zealand,Pakistan,127,12,4,7.055555555555555,48.0,144
New Zealand,South Africa,54,86,10,9.529411764705882,50.0,151
Australia,Sri Lanka,155,21,8,9.393939393939394,50.0,187
Pakistan,New Zealand,94,35,3,6.635294117647059,26.0,143
Netherlands,Sri Lanka,25,78,5,3.571428571428572,24.0,39
Sri Lanka,New Zealand,39,90,8,7.8,37.0,158
Pakistan,South Africa,81,52,8,7.147058823529412,41.0,176
New Zealand,India,44,87,10,8.0,32.0,132
South Africa,New Zealand,58,64,7,6.214285714285714,36.0,170
India,New Zealand,101,37,3,7.301204819277109,37.0,162
Netherlands,Afghanistan,64,65,7,6.9818181818181815,27.0,149
United Arab Emirates,Afghanistan,160,4,5,8.275862068965518,48.0,164
United Arab Emirates,Pakistan,40,61,7,4.067796610169491,24.0,129
Afghanistan,Pakistan,108,21,4,6.545454545454546,33.0,137
Pakistan,England,90,29,5,5.934065934065934,38.0,129
West Indies,India,54,47,5,4.438356164383562,20.0,95
Netherlands,Namibia,98,24,6,6.125,42.0,140
Sri Lanka,Australia,110,24,6,6.875,39.0,142
Sri Lanka,South Africa,59,76,8,8.045454545454545,40.0,120
South Africa,India,134,20,6,8.04,51.0,172
West Indies,Bangladesh,49,80,9,7.35,38.0,132
Australia,India,97,46,8,7.864864864864865,35.0,166
West Indies,India,87,12,2,4.833333333333333,31.0,109
United Arab Emirates,Afghanistan,127,17,6,7.398058252427185,28.0,146
England,Australia,107,44,6,8.447368421052632,41.0,179
Afghanistan,Bangladesh,40,86,7,7.0588235294117645,36.0,164
South Africa,Australia,99,50,8,8.485714285714286,29.0,178
South Africa,Sri Lanka,180,0,7,9.0,50.0,180
New Zealand,Sri Lanka,102,32,5,6.954545454545454,46.0,179
India,Sri Lanka,52,84,9,8.666666666666666,44.0,163
Zimbabwe,India,83,20,2,4.98,26.0,99
West Indies,New Zealand,142,12,5,7.888888888888889,54.0,159
New Zealand,Bangladesh,175,6,8,9.210526315789474,62.0,191
South Africa,England,60,62,7,6.206896551724138,27.0,142
Pakistan,Sri Lanka,47,53,6,4.208955223880597,27.0,122
West Indies,Australia,53,84,8,8.833333333333334,45.0,191
India,West Indies,80,39,6,5.925925925925926,24.0,159
Australia,New Zealand,138,5,3,7.2,43.0,150
South Africa,Sri Lanka,118,36,9,8.428571428571429,55.0,180
Sri Lanka,Ireland,131,9,4,7.081081081081081,34.0,144
West Indies,Bangladesh,50,78,9,7.142857142857143,38.0,132
Ireland,Afghanistan,86,64,9,9.214285714285714,40.0,172
United Arab Emirates,Pakistan,129,0,4,6.45,39.0,129
West Indies,Australia,52,83,9,8.432432432432432,48.0,205
Pakistan,New Zealand,85,69,10,10.0,55.0,201
Pakistan,Bangladesh,174,16,7,10.038461538461538,63.0,201
West Indies,Ireland,77,51,7,6.695652173913044,32.0,138
United Arab Emirates,Papua New Guinea,55,75,8,7.333333333333333,37.0,180
New Zealand,Pakistan,128,32,6,8.727272727272727,43.0,196
Australia,West Indies,93,55,6,8.584615384615384,52.0,178
Bangladesh,Australia,103,26,7,6.574468085106383,38.0,123
Ireland,Scotland,74,66,7,8.222222222222221,41.0,159
Pakistan,South Africa,55,55,5,5.076923076923077,20.0,120
New Zealand,England,85,47,7,6.986301369863014,44.0,139
Papua New Guinea,United Arab Emirates,57,66,9,6.333333333333333,33.0,128
India,Ireland,85,69,9,10.0,46.0,213
West Indies,England,122,19,6,7.247524752475248,57.0,172
West Indies,Ireland,43,87,8,7.818181818181818,39.0,138
New Zealand,England,106,11,3,5.834862385321101,33.0,123
New Zealand,Australia,92,60,5,9.2,39.0,150
West Indies,Pakistan,60,35,4,4.235294117647059,18.0,111
South Africa,Bangladesh,79,68,7,9.115384615384617,40.0,118
Pakistan,England,31,91,9,6.413793103448276,31.0,147
Ireland,United Arab Emirates,127,25,5,8.021052631578947,58.0,160
India,Australia,145,21,8,8.787878787878787,47.0,188
Oman,Scotland,43,64,8,4.607142857142857,18.0,133
Afghanistan,United Arab Emirates,122,39,7,9.037037037037036,46.0,189
West Indies,New Zealand,92,64,5,9.857142857142858,34.0,180
Pakistan,Australia,34,77,6,4.744186046511628,21.0,96
India,South Africa,117,36,7,8.357142857142858,42.0,172
South Africa,West Indies,149,19,9,8.851485148514852,41.0,195
Pakistan,New Zealand,46,79,7,6.7317073170731705,30.0,163
West Indies,England,130,16,6,7.5,57.0,172
Pakistan,Zimbabwe,95,30,6,6.333333333333333,26.0,141
Pakistan,India,43,68,4,4.961538461538462,21.0,83
Pakistan,South Africa,31,83,9,5.027027027027027,28.0,176
South Africa,Bangladesh,73,56,8,6.84375,36.0,148
Sri Lanka,Pakistan,146,4,5,7.551724137931035,33.0,150
Pakistan,England,58,75,9,7.733333333333333,35.0,147
Zimbabwe,New Zealand,60,72,8,7.5,42.0,159
India,West Indies,138,15,6,7.885714285714286,29.0,167
Netherlands,Ireland,132,48,8,11.0,35.0,182
Pakistan,Australia,29,90,8,5.8,25.0,191
South Africa,Sri Lanka,125,31,8,8.426966292134832,47.0,180
New Zealand,Pakistan,36,89,10,6.967741935483871,36.0,144
Australia,England,41,84,10,6.833333333333333,37.0,195
Pakistan,India,65,54,5,5.909090909090909,23.0,128
New Zealand,India,73,78,10,10.428571428571429,52.0,203
Pakistan,South Africa,94,39,6,6.962962962962963,49.0,148
Pakistan,Australia,104,40,9,7.8,46.0,155
India,England,111,47,10,9.123287671232877,44.0,218
Afghanistan,West Indies,99,15,4,5.6571428571428575,42.0,123
Pakistan,New Zealand,48,88,10,9.0,48.0,201
England,West Indies,138,10,4,7.527272727272727,22.0,165
West Indies,South Africa,93,66,10,10.333333333333334,51.0,205
Zimbabwe,India,40,92,9,8.571428571428571,40.0,145
New Zealand,England,85,58,9,8.225806451612904,42.0,196
Bangladesh,Sri Lanka,62,55,7,5.723076923076923,22.0,147
Pakistan,New Zealand,38,78,9,5.428571428571429,32.0,166
Australia,India,65,71,10,7.959183673469388,40.0,164
England,South Africa,131,1,2,6.605042016806722,35.0,134
Netherlands,Ireland,81,82,10,12.789473684210526,65.0,182
Bangladesh,Australia,63,61,9,6.406779661016949,37.0,123
Afghanistan,Ireland,69,65,6,7.527272727272727,43.0,184
New Zealand,India,182,18,7,10.705882352941176,62.0,212
West Indies,New Zealand,173,23,3,10.70103092783505,49.0,180
New Zealand,Sri Lanka,28,90,8,5.6,28.0,142
India,Australia,101,31,5,6.808988764044944,31.0,140
West Indies,India,163,5,7,8.504347826086956,56.0,169
Zimbabwe,Scotland,131,14,4,7.415094339622642,44.0,147
India,England,115,13,5,6.4485981308411215,34.0,148
New Zealand,West Indies,168,10,5,9.163636363636364,61.0,189
Pakistan,Bangladesh,26,77,7,3.627906976744186,18.0,129
Pakistan,Sri Lanka,106,32,8,7.227272727272727,36.0,180
South Africa,India,118,40,9,8.85,43.0,219
Australia,Pakistan,80,50,5,6.857142857142857,21.0,108
India,Ireland,195,7,8,10.353982300884956,55.0,208
Pakistan,England,91,26,5,5.808510638297872,35.0,129
West Indies,Australia,82,39,4,6.074074074074074,31.0,138
England,New Zealand,122,38,7,8.926829268292684,45.0,194
United Arab Emirates,Netherlands,138,14,3,7.811320754716981,40.0,151
United Arab Emirates,Oman,57,45,6,4.56,20.0,108
India,South Africa,151,13,5,8.467289719626168,42.0,168
Zimbabwe,West Indies,33,56,6,3.09375,20.0,105
England,South Africa,132,32,7,9.0,60.0,171
Sri Lanka,Pakistan,58,60,7,5.8,24.0,102
West Indies,Bangladesh,105,24,6,6.5625,35.0,132
Netherlands,Namibia,112,19,6,6.653465346534653,47.0,140
Australia,Zimbabwe,108,15,4,6.171428571428572,31.0,138
Pakistan,New Zealand,159,9,6,8.594594594594595,36.0,177
United Arab Emirates,Netherlands,35,91,8,7.241379310344827,35.0,119
South Africa,Australia,117,5,3,6.104347826086957,35.0,128
Scotland,Papua New Guinea,121,15,5,6.914285714285715,40.0,146
Pakistan,Zimbabwe,81,52,9,7.147058823529412,42.0,179
Pakistan,Australia,114,26,6,7.276595744680851,44.0,149
New Zealand,England,58,58,7,5.612903225806452,28.0,148
Pakistan,South Africa,130,45,8,10.4,61.0,195
Pakistan,South Africa,147,5,1,7.669565217391304,27.0,168
West Indies,Sri Lanka,57,83,10,9.243243243243244,54.0,162
India,New Zealand,163,0,6,8.082644628099173,42.0,163
Pakistan,South Africa,96,4,3,4.965517241379311,27.0,98
Pakistan,India,97,28,6,6.326086956521739,40.0,130
West Indies,South Africa,139,43,10,10.831168831168831,55.0,205
West Indies,Pakistan,99,49,9,8.366197183098592,42.0,150
India,Sri Lanka,141,13,7,7.906542056074766,37.0,155
Pakistan,Zimbabwe,100,23,5,6.185567010309279,29.0,136
Netherlands,Afghanistan,120,12,4,6.666666666666667,28.0,149
India,Afghanistan,128,15,6,7.314285714285714,43.0,159
